D,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
38182,1.329420562,-2.312417112,2.4350406,2.729032875,-2.128992314,-0.424333355,-1.843524107,-2.486638831,3.363099163,0.025219308
38183,2.611261426,-1.292988025,4.14120813,-4.492934556,-0.645521321,2.733265506,-2.083869561,-2.000583148,-0.948409259,1.651592353
38184,0.204071347,-0.915413532,0.474211282,-1.330709037,0.646786158,0.061874543,1.979545249,0.975290812,1.265337683,-3.561326892
38187,0.558421359,-0.936712983,-0.827611745,-1.872828919,-2.363245356,-0.385451644,-0.247166605,-3.054620131,0.415272396,1.610737273
38188,-2.328529961,1.00214191,-1.542817791,-4.261372233,2.174352333,-1.471925863,2.013984698,1.801379277,2.245615392,3.554947779
38189,0.520160753,1.395818026,-0.501332395,-2.091823636,2.68198986,1.538553625,0.624808688,-3.39808493,0.379952953,-1.980869119
38190,-0.992846813,-3.481417671,-1.170628614,-1.764244419,2.873208608,0.176669121,2.105770474,0.405269159,1.956946952,3.09552774
38191,1.707172745,-0.496542823,-1.413327658,1.619178625,3.328384065,-1.54638084,-0.824354911,-1.997783335,3.408181688,-1.648347994
38194,1.46261039,1.780293057,-1.421383608,1.514934301,-2.225532884,-0.469488506,-0.413803338,3.526556976,-1.667799313,3.016213171
38195,-0.051372415,1.558278713,-0.053805788,4.919112832,1.64814256,-3.632553299,1.306834761,-1.391040095,-2.303174977,3.067697159
38196,0.78982284,3.480109016,-1.054307177,1.315414401,0.637099534,-0.833921439,-1.42797136,-4.67750277,1.444924818,0.095113611
38197,1.287198025,-1.330268062,-2.88696506,-1.022659456,2.924156035,-3.885052326,-0.771914636,-2.468970966,2.066421946,-2.712973272
38198,-1.102421326,0.723411209,-1.094139898,-1.091129447,-2.616906822,1.476531628,-0.153770519,2.984845824,0.928522385,1.944798941
38201,1.870975361,1.174340743,-2.660166809,2.294993564,1.232358129,-0.825246836,0.629983701,0.308519565,-0.573990975,-0.051581659
38202,1.282573246,4.173868306,-1.161730508,-2.680247078,0.802100821,-2.544479398,-2.215073425,-0.009097974,-1.107771855,-3.336623097
38203,2.833422932,-1.569292506,-2.155052669,-1.857146785,-0.843877654,2.107251559,0.137610847,-1.559942616,3.492443138,-0.7320835
38204,-2.829211508,-1.270597046,-1.510429367,0.094803466,-1.336092455,1.174122933,4.56440006,0.536186599,1.285762464,-0.064680515
38205,-0.612038104,-1.425743318,1.587544375,1.797184259,1.308879823,0.941087935,-2.069758562,3.572617229,-3.459892014,2.391879577
38208,-2.607722599,2.042344842,0.86587507,0.362405513,-0.926859985,-1.743129007,-1.195215448,-1.275703305,-3.69979837,1.60359196
38209,-0.194921859,-4.03812111,-0.146808262,0.91478288,1.323498676,-1.651204211,3.845301963,0.005858397,-0.437984236,0.64892785
38210,-2.717050404,0.14219334,-3.714908012,0.195731088,-0.731345429,-2.55485093,1.573757603,-1.052476714,-1.612363475,0.754239688
38211,-2.052331771,6.658602419,-3.275065671,-2.119429581,-0.331986645,1.731722705,-1.775097894,-0.320021323,-2.041281276,-1.059154966
38212,-2.755988661,-1.329966913,1.155057222,-0.305793766,0.152038571,1.055267777,0.464102893,-4.03301062,0.99642701,-0.240471246
38215,-1.499307107,0.135008623,1.787438087,-0.199087744,0.361136775,0.912445038,1.035802447,-0.099220069,0.288587734,-0.365569967
38216,-2.412809401,0.034761813,-2.58799166,-0.270156822,2.973591205,-0.262647519,-1.314945875,-0.330416713,-0.702545834,2.102752997
38217,0.582369022,1.398347984,-1.465234946,-1.597996996,-3.105119336,-0.524428635,0.39746721,2.786340881,0.238928586,0.366886125
38218,-0.072192268,3.988973184,7.197468598,0.958731968,2.175309381,1.012371273,-2.417939113,-0.05232059,-0.825574595,2.508331224
38219,3.041445028,-2.251700675,-1.338421572,-1.466915901,-0.374793145,-3.143957529,-1.033592503,1.466489157,-0.138458212,-0.966410094
38222,0.106003512,-1.491620158,-1.722036799,1.696744548,4.726854197,-6.149439345,0.832983837,-0.473667163,1.942706253,-2.846594066
38223,0.796489511,2.520611698,4.318750401,-2.518465357,-1.427452855,1.795841484,-0.828062391,-1.278785245,1.081110819,-1.701624421
38224,1.548227898,3.481267084,0.484507116,-5.521703927,-5.22411056,1.157563783,-0.851751848,1.780483669,-3.189871045,-0.339977533
38225,-0.142454333,-3.476180442,-0.634752954,1.189491948,1.955837095,-0.072452498,3.133015855,2.527488055,-1.909843979,3.513417733
38226,-0.101213094,2.35592368,-4.562636447,-0.928709078,2.197197868,-2.379990748,1.631940087,3.215802827,-2.001010541,-0.417371224
38229,-1.762479054,4.665765928,-4.049866936,-2.220231091,1.264862878,-1.163263458,0.119914635,2.05310591,-3.344719492,2.576451187
38230,1.565894291,1.949111768,-0.194069175,0.035313955,1.209877066,0.670330631,-0.754728274,-3.349952141,0.683168243,-4.159028333
38231,1.3746757,2.54939472,-1.411440248,-0.806219597,1.168297868,0.483853838,2.726764478,-1.869209029,1.659271153,-1.037542853
38232,-1.427280101,-1.766107207,2.576237452,-0.395483243,-0.893503798,-2.803160946,-2.023516212,-2.65105171,-0.150893785,-2.649450812
38233,-1.862280834,-0.912634235,6.596162598,1.242504675,0.972054307,1.946182495,-0.37989513,0.03053979,1.745602505,0.082105195
38237,1.479198292,2.840277294,1.517380358,-1.413811475,-1.996300576,3.040831693,-1.19466295,0.257248641,-3.20973315,-0.990482678
38238,1.573628428,-2.083686694,-0.272470824,0.530962292,1.904612362,-0.057730851,2.804230626,0.568826515,2.151589715,0.65927882
38239,4.120787799,-1.274315157,-2.589976551,-0.64680053,0.405149075,2.353718637,-2.273641713,-1.913008578,-0.450574016,-2.266830378
38240,-0.664470978,-1.081209956,4.007099902,-0.839593805,1.99610177,1.582202037,3.078162902,0.255644834,-0.115794947,4.466749384
38243,-1.212600996,0.612836287,1.181340529,-1.242310335,-3.299097207,2.921221536,-3.943892485,-4.153668403,3.074138193,0.193851114
38244,0.820621313,-0.683065331,-0.533902491,-1.886281008,2.483722002,1.540513172,0.381111855,-0.537896698,1.354826433,2.18823433
38245,1.667878622,-3.351580929,0.196237577,1.237285761,-2.237610649,1.78336747,2.96988941,1.98185936,-1.192638944,-2.407022447
38246,0.058391028,1.92901359,4.682294721,-0.472652103,-1.418644373,0.84238691,1.51449669,-0.046787885,-2.448495767,1.738409902
38247,3.890657046,0.745545371,-0.003373621,-2.699947633,1.38705568,0.822447295,-2.535207833,-2.745307954,0.214021281,-2.012586833
38250,0.774854144,-3.531184508,-1.884245132,-2.677932011,2.680100746,-3.249834568,-0.7714058,-1.298585902,-1.1877356,5.473194802
38251,-1.26284702,1.428742118,-4.065030167,-1.279497114,-0.875062806,-0.779475935,2.653086828,2.62915505,0.275999782,-4.096775205
38252,-1.108107537,-1.670090063,-1.851276949,2.879238877,-3.302564613,-0.146891952,0.339604399,1.749098195,2.484435311,-1.110648248
38253,-3.927376926,1.938700822,-2.283002195,-0.551881748,-2.502114678,-1.217881897,0.368782692,-0.321797749,-3.873080734,2.384237028
38254,1.085410431,0.295125293,0.146903606,-0.138966569,-1.555477613,-0.678596806,2.317112286,-0.204464863,0.213789784,-1.064859312
38257,-1.754550656,1.427784502,0.49987503,-2.304042708,-0.043825547,-0.003602366,0.10250246,4.652331506,1.204930814,-3.451206945
38258,-2.487118209,-0.251133153,-1.462534618,-0.746502019,-0.996778238,0.444865342,0.390676518,0.289614884,-1.478932864,0.995483482
38259,-1.097779004,2.826883116,-1.870779159,0.282071543,2.518395173,3.1604484,-0.831888479,0.609610303,0.105681464,3.060067721
38260,2.277396696,-1.795628818,0.841633096,0.463819304,1.139014403,1.964002617,1.173442487,3.369429953,-0.420643716,0.007202133
38261,0.23725559,0.493820312,4.052009202,-4.094983042,0.248304879,-1.339889542,3.639322645,1.990657584,-0.308654132,-0.593413485
38264,0.894901087,-0.201708613,-0.709558634,4.037466456,0.087111086,-5.111868838,0.843144523,0.523202693,1.015439767,0.223113564
38265,-3.369777336,3.010161514,-0.423982786,0.543257837,1.63194146,-1.99007239,1.647786762,-3.659435134,-0.89214747,-1.400598996
38266,-7.03458932,2.737295304,-0.036252485,-0.303638687,1.062760852,-2.63156667,-3.164789647,-1.976551843,-0.453251771,-1.660154797
38267,-0.857332817,-1.229065204,2.702698393,1.870654036,0.680711913,-0.181412418,-1.60574869,0.354197368,1.19009432,-1.37501721
38268,0.83908846,1.195225952,2.717252709,-2.939532512,-0.598956316,5.957374841,-0.211934634,0.64622871,-2.814219682,-3.818916135
38271,-2.548161995,-1.940269657,-2.22702931,-1.597400754,-2.261896168,1.97398658,-1.748714865,0.578491016,0.713105963,1.451797221
38272,0.515303658,-2.912825127,0.2207195,-0.844660791,-0.268729783,0.943665956,0.090385537,-2.160405863,-0.321782044,-1.096973326
38273,-3.785619923,-2.719193941,-0.33992439,1.314435911,2.846062247,-1.214472608,-0.490412496,0.186630473,-1.560261849,1.556722381
38274,0.971840629,1.108917889,-0.515393024,-0.02469509,4.109792659,-0.217739895,-0.953309264,0.821974343,1.905937977,1.694408714
38275,0.344145684,2.741465751,0.189061497,1.820231258,-0.380086706,-2.494787586,-0.462813049,3.392150052,-0.929038079,-1.171005671
38278,1.91040594,1.574445571,0.25544935,-5.76462457,-1.688574115,-0.405673712,0.144933834,0.098631726,2.187439015,-2.598539129
38279,-4.475451737,2.367302567,-2.29321813,0.288367699,5.148043981,-0.227236306,1.474846837,-2.220276635,-1.524701331,-4.579217669
38280,0.139845322,-0.613825819,0.459590985,-2.010197979,-2.709556767,2.094941298,-1.727671051,-1.934157402,-0.388920965,-0.85467289
38281,-2.082651691,-1.079901758,-0.766846382,2.796396881,-2.145175327,0.259813253,0.267320387,-0.315582514,-1.475785349,3.490091911
38282,-3.158716345,-2.699509445,0.775879708,2.00812146,-4.600605581,3.632793875,-1.664560057,-1.726206442,2.410235508,0.812914582
38285,-1.420998835,0.242309225,-2.54518725,-0.878891427,-0.646616954,-2.693499762,-0.295763943,1.685885844,2.170077919,-0.37596931
38286,-3.275819972,-0.132779357,-1.245432273,3.462899633,-0.744498407,-0.263437786,-0.878888907,3.059071307,-4.322039102,-1.569894781
38287,2.413178522,-0.843543541,-0.285394879,0.729978957,-0.217931251,-3.238975478,0.573966269,0.832614427,0.66311281,6.165778992
38288,-3.317139945,1.306535011,3.762975056,3.658774939,0.40099506,-1.032948725,-2.333796251,0.093752209,-1.904744749,0.412114023
38289,0.156384668,0.702436692,1.674668958,-2.645476086,-2.142746133,-0.151184788,-1.321672505,-0.924603422,0.68724136,-0.218070586
38292,-1.554521825,-0.404638357,1.813433563,1.989046263,0.382589329,-4.583363403,3.976126918,0.653220918,3.148619899,-0.362897475
38293,1.56432843,-0.095396897,-0.0472223,-1.065859518,3.234945716,0.11854062,-0.842796198,0.718488027,0.955806154,-0.358907301
38294,0.683210771,3.293878467,2.954071785,2.18847163,-1.247194742,0.326034299,-0.436378563,0.620096872,-1.224943754,-0.579258643
38295,5.521038017,-3.266852907,1.689902683,-0.577630356,0.911552646,4.200379037,0.179268984,3.203749911,-0.460383367,-1.928996974
38296,-0.667573255,1.20189032,-1.322149436,-2.841433361,-0.510010379,-0.380917306,-0.44747551,-1.745606793,1.409946376,-2.156829756
38299,-2.968421552,-2.971786865,-2.998777149,-0.5790163,-1.612925379,0.255531623,-2.232747874,-1.451062968,-1.357198247,0.385978046
38300,-0.039056096,-2.217493437,-0.981281622,2.222153976,2.397833247,-0.284412762,4.416901632,-3.35976851,2.513258845,1.207885378
38301,2.183475575,-1.227627445,0.774447349,-2.410072733,-1.170989054,3.736138456,3.051872906,2.657929858,0.657861887,-4.006470994
38302,-1.119667583,-0.118152827,1.619835157,-0.921298221,5.587451474,-1.231498569,0.651668027,0.525679039,-2.436503342,4.377718083
38303,-2.352563367,-0.72270174,0.101294992,-1.545788693,0.129614263,2.147131902,0.300289591,-1.665541786,-3.221395481,0.349157903
38306,0.49844319,-1.839312137,-1.662440421,-2.880060392,-1.515204191,-5.529144873,2.139356731,0.904795506,3.039938023,-2.035174798
38307,-0.76103046,1.553598249,-2.764109332,-2.037822078,-4.983495145,0.037766331,2.004223636,-2.481401737,-0.401138647,-4.089900761
38308,2.811787191,3.347722633,-0.135148029,-0.722382567,0.248136586,3.689285281,-1.705143569,0.338611635,2.605168496,-2.640992194
38309,-3.153443478,-1.807470998,-0.409576431,2.299727914,-0.061402836,-0.44080225,-2.558091572,-0.546502479,0.645535932,-2.724305654
38310,-0.312350109,1.822565762,-5.563365119,-0.789462357,2.536000735,0.676851367,0.887347424,0.339655954,-2.3979151,-0.565905529
38313,-2.391978704,1.372816173,2.360770107,-0.472526884,3.497155128,-2.524931568,-0.337175349,1.525963235,-2.373929348,-1.723673394
38314,-0.065121413,-1.685055941,-0.297093332,5.623473498,1.81799146,-0.127892882,3.274304064,2.381805821,3.892670533,-0.67903041
38315,-3.602158103,4.302596476,0.185986832,2.865062419,1.541514904,0.991116237,3.538971373,-0.720779133,-1.80007147,-1.254429864
38317,0.474497158,-0.51133177,-1.885556629,4.184639406,3.068434936,1.23424288,1.219361054,-1.514859015,-2.049247007,2.146208598
38320,0.746106727,-0.310643307,-1.310417107,-0.034325137,4.584985269,-2.650192372,-0.622706325,1.173295803,-1.974256139,-1.267694011
38321,1.136903602,-0.985912719,0.0838152,1.324100918,0.679080523,-4.830692061,1.040185452,-1.744063171,0.864540497,1.066753064
38322,-3.025513847,-0.37141187,2.288033723,-1.683435496,3.629746829,-2.4100255,2.838572284,-1.253181707,-0.410984966,0.542929097
38323,0.097800456,1.774525877,2.679873977,-1.009206967,-0.030709456,0.076150669,1.519515313,3.415936938,0.51925559,-1.129547849
38324,0.501750744,2.790405397,-1.241169523,-2.231477322,-0.933381861,-0.883275397,1.51792027,1.079142898,0.198454683,-0.555069901
38327,0.096624197,-6.808201387,1.312959395,-1.407747447,0.77634085,0.17283281,-2.314380977,-4.15649052,3.680750909,-1.563062957
38328,-2.125488398,2.945153802,-3.561795402,-0.639485509,-1.165261912,-1.124497176,2.425905101,3.266235852,-1.912463916,0.750563118
38329,-1.184793525,-1.919084752,1.254485233,2.016395146,4.958956351,2.523268068,-3.605058951,2.228508867,-1.845768566,-1.318314829
38330,0.646123158,-5.711134879,0.585524493,-1.929782741,3.825474034,1.095853785,-2.747606127,2.684922974,-2.150562988,0.096183082
38331,2.047092438,1.631728706,-0.930959723,-3.442596279,-2.869342348,-0.067132071,-1.657686707,3.337028589,0.999295899,1.921016743
38334,0.55208434,1.317339051,0.154996641,-0.666696174,-0.334243026,2.314529137,-1.595247234,1.94810598,-1.5667428,-0.84556246
38335,-6.337422018,3.443749125,0.528198224,0.122690385,-2.162728519,-0.711286937,0.701000038,0.820650339,-0.863237569,-1.58964745
38336,-0.152847601,-0.145363974,-2.939002272,-2.087184998,-0.194545106,0.023130852,-1.902756647,-0.534896094,-0.745156005,0.013961277
38337,-2.404641165,2.452386758,3.806228131,-1.416112247,2.421079738,-4.432843391,0.877166329,-3.264117474,-4.541120197,-0.87711803
38338,-1.723610376,-2.175809484,-2.351282701,0.299146218,-1.24074882,-0.937711686,-0.684323009,0.366017768,2.661185377,0.421463067
38341,0.829168924,2.222099718,-0.506657452,1.07076154,0.57111022,-3.917488349,4.495269011,1.054711556,0.933411641,0.953853286
38342,-1.151148791,-0.285523256,0.585823309,-3.724608556,-3.03014613,-1.090712398,-0.409510471,0.176828127,2.535470733,1.763877054
38343,-1.097767696,1.733249285,-2.740713124,0.307361768,-2.921991524,0.046136634,-0.78524634,2.13560061,0.76696328,4.136257027
38344,-1.789034816,-1.002862666,-3.306699124,-3.228353989,1.405119887,-4.051214353,0.757572578,-3.957337651,-3.094246181,1.634762139
38348,-1.096174262,0.821996244,-3.894227369,-2.731950698,-1.966056943,1.878252043,-0.350894958,0.481262946,2.473731781,0.396076995
38349,-0.349699827,-0.937752558,0.535263257,-0.363088464,0.179506302,-2.337305399,4.315188779,1.476653595,-1.302960443,1.544481761
38350,-1.176694737,2.554748653,-0.348870004,-0.823583472,-3.95353144,-0.941200203,2.649454179,1.757439899,0.738505785,-0.229219857
38351,-1.001013869,-0.038478699,0.967882418,0.587253701,-1.326953399,-5.212786743,1.858428373,-3.716346022,3.889352609,0.977173169
38352,-2.40580559,1.413627474,-0.322761365,-0.201467281,-0.574969687,0.855748664,-3.83079407,3.975921616,-1.040984759,-0.577419339
38355,0.626697251,-4.166431161,1.184512174,0.084183725,-0.662523874,0.089430998,4.373276929,-0.356588872,-0.904571022,-3.088994262
38356,-0.248114682,-1.554345909,-0.451920441,-1.783659857,2.24605136,0.710847584,-2.069961903,0.422296073,-2.964206869,2.104195593
38357,-2.87641617,0.294824579,-1.623209658,0.44751052,-1.468413661,4.427886997,2.496293583,-2.525741722,2.797722187,0.137586947
38358,4.539368984,-4.195780921,-0.760397869,-1.857594286,0.839315451,-0.591773159,-1.289054781,0.79225167,-1.723048244,1.575385291
38359,1.674672479,1.76577248,2.606896,-5.450918605,-1.66567627,-1.532496791,0.453821319,2.180509372,1.288263299,1.20863014
38362,-1.962619008,-0.015767917,-1.216188673,-0.60873946,1.840252114,0.680626077,-0.992429328,-1.645531468,-3.004126007,2.743246704
38363,1.377391279,1.938423961,-1.857379039,-1.031540751,-6.533208606,1.964483458,-6.269355255,1.474741294,-1.225318835,-2.029731433
38364,-2.571808096,1.515557985,0.564989736,-0.248975466,-1.105119373,5.711326935,1.250292095,2.338170109,-0.799758666,4.314873413
38365,1.249829199,-1.829357609,-0.357174573,2.386642021,2.824323897,-0.079111339,1.392111716,-1.832394643,0.249959275,0.103314201
38366,-2.740942469,-1.835162424,3.37392629,-3.787687163,-0.732701185,-3.6460822,-1.263315682,-2.659568845,3.709294616,0.786909027
38370,4.497899137,-2.7135606,-2.987703369,3.226658225,-4.153507495,-3.629026664,1.787165694,4.422974167,-0.081977205,2.79549374
38371,-1.262926468,1.849332007,-0.990904609,-3.268304376,2.506713921,-1.202860059,-1.765726123,0.802625797,2.034734834,-0.087768843
38372,1.965766708,-1.344921687,0.36828269,1.415579526,0.337759719,5.11249922,-6.400024513,-0.205409732,-1.677950066,-0.913620447
38373,-2.264728466,1.51900725,-3.234392336,-2.853228317,-1.530638842,4.037175707,1.602800859,1.312742849,-3.569192034,0.203003067
38376,1.649556889,-2.354162859,0.367526546,0.367828037,-2.476249927,0.76804482,2.380921689,1.74167271,3.160667233,-1.685063663
38377,1.719911668,-2.261670566,-1.228812822,6.59399037,-0.741185944,1.414731779,-0.144298983,1.437952905,0.590837807,-0.453285047
38378,-0.021687063,2.009371089,-3.926610455,0.575079781,-0.311975208,0.315693327,0.290348043,0.974067356,-0.912248289,-1.633120807
38379,-0.468964765,-1.460711976,-1.594849332,1.379724809,2.770982996,-1.106608791,0.60208461,-1.10930038,-2.208973322,-1.569645262
38380,2.819995256,-0.625000921,-0.350911511,-3.821116369,-0.407501287,0.783621369,-0.096492162,1.606602111,0.364262278,-0.710053871
38383,3.57564395,-1.106070541,0.659916137,-1.507855525,-0.0019665,2.928497064,1.30428289,0.077119749,-0.974604325,-2.889369222
38384,-1.780152124,1.148160451,0.354956178,-0.833938149,1.270933411,-0.160831852,-2.539048807,-1.762467369,3.190917584,-1.59187005
38385,-0.37796816,-2.035519121,-0.029776502,1.643725737,-1.354357211,-1.469220381,-0.456064494,-0.321486613,0.661616746,-0.589820984
38386,0.904966067,-0.958250631,2.038729009,-1.32463831,-1.684455052,1.410471751,-2.389681165,0.045456695,-1.329522433,-0.110748404
38387,2.392707739,0.787668416,-2.518091946,-0.428827602,-4.444801319,3.999129618,-3.113244452,-2.132097053,-0.703395176,-0.299592383
38390,4.033029728,2.237088722,0.547338605,-3.003151038,0.027649737,-3.08441262,-0.564478745,1.971475344,-1.28372279,0.712119166
38391,-1.125004073,-2.227288264,1.399663452,-0.788523823,2.254475439,-4.596825437,-3.412672766,-1.334412346,0.061308971,0.164587448
38392,-2.254678873,-0.652604562,-0.973798665,4.546568398,2.463880631,-0.866482735,-0.600160012,-5.479052132,-2.91674993,1.810409037
38393,0.675778255,-0.86794159,2.125898356,0.056930196,-1.46233635,-0.34369914,-1.080161226,-3.82790832,0.067511197,0.702475382
38394,-0.444729428,-0.186800394,-1.098071848,0.832324948,-3.893870453,-0.810462758,-0.217090541,0.250416515,0.70228325,-2.915914681
38397,1.138658453,-1.798819286,3.320277273,2.221670131,2.645306848,-3.701740767,4.311340119,1.218379578,1.146088366,-1.727673883
38398,-0.835482057,0.272476821,-2.44630419,-2.209748894,1.977948588,0.682142144,3.068636749,-1.333872635,3.280303978,-1.592484435
38399,-1.248410279,-5.485355725,1.581099553,3.718928086,2.27442678,-0.790216707,2.036205773,2.776543293,0.653160511,-1.863574006
38400,0.332080512,-0.222198374,2.55507918,2.923384907,-2.390293203,-2.39850508,-2.31201974,-3.066672446,-0.454315485,1.035147555
38401,1.515540228,-0.122919628,3.242785077,3.506807056,1.861666332,-2.953937626,-0.374649015,2.470090636,-0.335622862,-0.424664288
38405,-1.249583798,0.109488977,-0.007396866,1.012853694,0.269939891,4.763308204,-0.73738475,-1.769431495,1.940971767,-0.073775138
38406,1.864585318,2.7741802,-0.179671261,1.866976184,-2.511157112,0.451297907,0.198175795,-2.936071619,0.591512377,0.822582791
38407,1.997637772,-0.491837013,-2.654442346,-2.201624826,1.177971569,-2.731050645,-0.949534161,1.030431788,-0.059813962,1.545133868
38408,1.88395866,0.92797633,1.094010949,0.589223218,2.363118244,2.723715625,0.935403403,-1.473390758,0.519606219,2.090227783
38411,1.842014037,-2.097660149,-0.025834128,1.956258886,1.718932884,-1.470304869,-0.650479336,0.902327852,0.267847757,-0.334082954
38412,4.098951296,0.537723358,-1.024090973,-1.420998213,-0.820729527,2.370932477,2.891923647,1.286904801,-2.613376417,0.565623784
38413,-1.202310356,-1.496691062,0.687470423,-0.072923978,-0.225250136,-1.65224266,-1.202664673,-1.8739468,3.88820145,2.599930349
38414,2.29630021,-3.3505419,-2.070424029,1.671597098,-1.011012366,-0.756608955,-1.296632049,0.391191779,-4.804458024,1.040849706
38415,1.499312452,5.080763095,-3.142969745,-1.149029411,0.973023412,-2.237955896,-6.734697603,0.902073874,-1.914843528,-0.781105988
38418,0.11980512,-2.805120289,-1.233624941,-0.473796863,2.911559469,0.751099836,-2.675302478,-1.451095863,0.441938025,-0.135110548
38419,-1.065214818,-1.331074346,1.063550069,2.212068628,-1.189676496,3.482623173,-1.419444387,0.891775158,4.245723587,0.216642738
38420,2.003640593,1.129865128,0.811643169,-3.199879045,-2.372138462,-0.650220015,0.302088751,0.723394817,-1.190070427,-2.801613143
38421,1.215551447,-1.085895402,2.547724325,0.508306422,3.105959612,-0.260219421,-1.071149535,-0.80423407,0.432624031,-2.293171794
38422,-1.124712323,4.253552511,-0.511088237,0.915183614,0.628555046,1.384194309,0.930984984,-0.404718658,2.147774308,-2.98012842
38425,0.588758812,-0.839365999,-1.452940817,3.777532511,-1.617536518,0.703413598,-2.649707862,4.846568436,-3.276405459,-3.48760559
38426,-0.408260139,-0.734429749,-1.386900632,0.01846186,2.04503002,0.642518188,-1.446753486,3.843014097,-3.672523501,-1.910927501
38427,2.214974444,-4.904685794,-2.511003723,-0.325915636,-0.084940271,0.65348781,1.686969794,-2.939935897,-3.712305436,1.905042929
38428,2.478751062,0.516617959,-0.968838313,-2.818664364,0.510616316,-2.266043611,5.21186187,-0.521966205,1.311698258,-3.607856788
38429,0.363634407,-0.444459869,-0.016736175,3.849603008,0.661034956,-4.359121903,-2.111633777,-0.316261009,-2.162865209,3.556245823
38432,1.919564054,-0.164755939,1.929825911,-2.265204268,3.278385123,-1.03725081,0.644520582,0.221967033,1.929279951,2.302291133
38433,0.25114457,-1.850078143,2.790799176,0.794342301,0.555280175,0.524148394,-3.081284784,-0.125695175,3.316170992,-0.680964134
38434,0.324952018,-0.944830331,-2.147506308,0.738240092,-2.169174045,-0.668794251,-4.028356557,0.454012194,-1.496548992,-1.944385613
38435,0.178704411,-0.564821888,4.701065561,1.251853937,2.600341736,5.855378373,0.519278778,0.0090228,1.064266099,1.296439677
38439,1.913467279,2.970665215,1.26246817,4.28352948,2.864392866,-0.466821071,-4.312253738,0.921590274,3.929437849,1.834203369
38440,-0.943395976,-5.12646552,-2.106214503,-3.449996348,-0.205487161,-1.746596359,3.752275195,-0.774851883,-2.545286918,3.20899261
38441,-3.445307065,-3.21627867,-0.791118033,-1.161571624,3.336357952,0.62546346,0.706290681,-4.681096271,0.638916066,0.32737192
38442,1.084957883,0.667831743,-1.502554345,-2.430346551,-2.607861893,-2.2903713,1.2474158,-0.054143777,-0.425399104,2.947512381
38443,-1.883330157,-2.665527843,-2.039342791,1.302637542,-1.435144021,0.681317959,-3.330301585,0.271912357,-2.972839394,-0.29584705
38446,-0.032167882,1.98926472,-1.361410946,0.581766028,0.708389013,0.89489391,-1.701521677,2.519032922,-5.742319808,0.861716658
38447,-0.339480231,-0.885639221,-4.590001073,-6.400353887,-1.125165373,0.42002106,-0.42042626,2.015581127,4.158991182,-1.444197425
38448,0.669850712,0.048773105,1.031495278,0.963438495,0.068947051,-4.229667538,-2.781798487,-0.771976881,2.770976884,-0.856529573
