D,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
38324,1.948525787,4.530763188,0.121700532,-4.141607816,0.674763351,-3.347249284,-1.185674,-2.122192627,-1.149548217,-3.31068578
38327,-1.826062131,-3.144715272,0.232414321,-0.070219203,0.960306577,5.809533557,4.394956211,-2.693326846,0.973045845,0.773360437
38328,-0.458565801,0.193086084,-1.596219291,0.796740039,0.273335282,0.547997629,3.289244865,1.196483812,-0.555103331,2.095702249
38329,-0.796365989,3.08614074,-0.534089992,-1.240602473,0.999361569,-0.406826262,-0.082289999,-1.439990931,2.221341317,0.961592053
38330,-0.579561212,1.818933074,2.290941737,0.325147662,-0.726917529,0.39545906,-5.354925132,-1.713220488,0.142385909,1.214383092
38331,1.936594728,-0.184964978,0.191597808,0.693290646,-1.621397473,-0.380085371,-1.668551755,4.598867128,-0.678254499,1.270549104
38334,5.936215392,-1.237658464,6.559836269,-3.445037509,0.06317937,1.544162298,-2.509541136,-1.856955179,-2.375151212,-2.535649877
38335,-2.697758931,1.090788714,3.820524428,-0.544579161,0.840680437,-2.466113629,0.159362839,0.807201226,-0.095254052,1.080256391
38336,2.03035472,2.682281958,-0.51818401,-0.937062725,-2.826354999,-0.209029699,0.253407515,-1.928592361,2.934084506,-0.698173482
38337,0.276544397,0.63474204,1.159459167,-3.072281135,-0.373480613,-0.197241027,2.15737446,-0.24901081,1.615175101,1.004967626
38338,2.528821434,-1.098082882,-1.784063955,-0.232240254,3.821454665,-4.504298709,-1.695777688,-0.68373352,1.749806669,-2.349883681
38341,3.252634048,1.813411668,0.839466789,1.099182087,-2.15993035,1.088812313,0.539968619,-3.615821345,3.606881414,2.533207204
38342,-0.249354217,2.502773244,-3.13489755,1.384336354,1.246406474,-0.519834161,-3.190817132,0.824543594,-2.354269097,2.389477
38343,-0.866933309,2.864974052,-0.621611421,-1.604305969,0.764943017,-1.465853147,2.157943094,4.219082372,0.810002813,-3.584739067
38344,-1.260329985,0.196298923,3.979113525,-1.890248282,1.177055866,-0.435986946,0.039028898,2.264392221,-0.331874515,-2.103666366
38348,-2.628669242,0.507738528,0.575459981,2.061617602,0.251017185,1.528441454,1.029849265,-0.213949089,1.15253077,-3.893418549
38349,-0.782794693,-0.011288049,-3.019373303,-0.763206724,-2.556710437,0.240999879,4.972399454,-5.510138425,-0.09165733,0.30706935
38350,0.281766215,-2.726898458,0.425305859,0.584871727,-2.888517157,-1.491823464,0.68709364,1.454355241,1.367577585,1.298857057
38351,-1.973714047,-2.094523939,2.089329068,-2.885750251,-1.238477252,-2.103444882,-1.282773011,0.281426038,0.122322866,-1.400860866
38352,-0.100957474,0.397662743,-0.709110117,-0.174089827,-1.529922634,-1.410577079,1.465512628,0.65334029,-1.466232461,-0.829865791
38355,4.297849042,1.546408237,2.723192149,-2.611812238,4.143272957,0.272681627,-0.306123457,2.203791078,2.44877399,-4.926977505
38356,0.773071245,0.855843257,0.115942514,-2.348628045,4.784469768,1.888110012,0.923322379,-0.052106348,2.397067767,-3.694612777
38357,-2.462171241,-2.620380996,2.3070211,-1.676233298,0.346813796,-4.112679516,-2.194399573,4.736834392,-2.52042398,0.522262776
38358,-1.852351026,0.066495124,-0.904229325,-0.579891081,3.470851621,0.970460289,-2.503569806,1.143356576,-1.278275385,0.179889229
38359,1.590133086,1.237459612,0.593048604,2.189004406,-3.403434552,-2.73608712,2.491144034,1.398438472,4.865542982,0.081828876
38362,-2.393339828,1.522718171,-2.455975534,-0.499302564,-2.380570967,2.531823727,-1.296395307,2.327722941,-0.447215371,-0.325610311
38363,-0.937504278,1.557990543,-0.767026244,-2.125357798,0.527397482,2.220080434,3.029182603,-2.5939602,-0.762279972,-1.151180717
38364,0.379171284,-1.3442515,3.180559583,-2.212925846,0.686335802,0.416632352,3.870695016,1.951259855,2.272605033,-2.02206584
38365,2.542380787,2.01542417,2.958886224,-1.070214121,-3.32463519,-0.797610505,0.309261688,-1.938219854,4.333452861,0.929335485
38366,2.66518853,0.198170012,-0.905798434,0.900513871,1.106125905,-3.875185539,2.136336024,-3.302157611,-0.311701593,-0.014954026
38370,-2.686958199,0.555447761,1.653788643,-1.078071182,-3.552779937,-3.731427856,-0.285991501,-2.496363376,1.108030859,1.978677509
38371,2.959581095,-3.039650255,-2.554638006,-2.787470949,-0.584943666,0.576378548,-0.114516172,0.657884203,1.347743079,-1.080873177
38372,-0.604007485,-1.621410052,0.787123832,-2.252392628,-0.701482241,-0.050825965,5.917839956,2.017322926,1.324240969,0.855805171
38373,-1.979624851,-0.781200548,-2.858592323,-1.280634892,1.660194018,1.301043734,3.304830395,0.298634662,1.624915022,-0.278368944
38376,1.433607418,0.52754082,-0.209573941,1.716018435,-2.546656738,2.484502727,-1.874004136,-4.837810755,5.286748833,-1.958613233
38377,1.09620598,-0.758146727,0.740391434,4.70436556,3.949818867,-2.061336684,1.429709956,2.263536176,3.011661466,-3.683715121
38378,-0.518099954,0.983586373,0.159459984,-0.480213145,0.898358734,-2.575570541,-1.380872046,-4.503613175,0.973932215,-3.914464398
38379,-0.377336554,-3.543293936,-0.084246455,-0.344592111,-0.573144953,-0.516779448,-1.794616542,-0.013812747,-1.299704663,1.056166534
38380,-4.269447193,1.41119922,0.348715761,-2.279089701,-3.037250038,-3.457693554,-0.893638377,0.366628983,-5.482775926,3.321799971
38383,-1.527345854,1.636251542,-1.316091318,-3.984277971,-3.187193857,0.291581651,0.951147552,1.994357682,-0.693571577,2.077782535
38384,-0.971677244,-0.150843875,4.746546914,0.340425878,-2.21749725,-0.141035409,-1.455635991,-2.883219029,-1.971260466,-5.87802765
38385,-2.25709601,1.066637702,1.808272607,-1.343431852,-3.664833214,3.081652051,2.427423751,2.215750093,-3.498685422,-0.010513437
38386,-1.219289222,1.433145238,-3.049141601,-1.095166628,0.837273701,-1.727447204,-3.135121513,3.865849968,0.006653309,-0.77642776
38387,-0.280846968,-0.028681353,-0.586029874,-0.081492063,2.531690015,-2.268516041,-1.137480477,-3.025137917,-0.934133277,1.024261877
38390,-1.368662357,-1.188498079,-0.147807653,-3.410962189,-0.231264927,1.154070556,-2.381336011,0.847290579,3.589544971,-1.422227712
38391,-0.435511963,-3.501451727,-0.084770099,-1.054549816,-1.812275709,3.818437481,-0.092430398,-1.956177291,1.502314766,1.101348525
38392,-0.946917644,1.68466611,1.657616492,0.739029085,-1.693794724,1.324408875,-1.102617299,-1.462672721,1.76851102,-1.669978759
38393,-1.493189334,-2.734093916,0.275335746,1.855678629,2.987985407,-1.269497378,-1.556532614,-0.575625294,5.882945203,-2.442156107
38394,-2.84537075,0.362520639,1.939343342,2.224178236,1.854186276,-1.708886756,0.996197183,2.377114716,-1.810268849,1.353441054
38397,0.18372231,-0.874600209,-3.181244275,2.599433812,1.191385313,2.35897373,-5.462378741,-1.254041259,-1.785819896,0.668150554
38398,-1.546739717,-3.335567753,0.533085026,0.001375417,0.57381815,1.334312433,0.58222839,4.944842453,0.414763462,0.656926606
38399,-2.809775936,-0.176597088,2.898309189,-0.658129419,2.388140191,1.718469902,-2.249418825,-2.343983129,-1.802285195,1.033412053
38400,0.51414327,-2.189620841,-2.406539467,-3.972791642,1.359852215,-0.954585409,-0.109335722,0.359044331,-0.719675289,5.549779272
38401,-2.999658209,0.977261846,-1.133695928,-1.924972286,-1.879075314,-0.661765626,0.488394229,0.600688337,1.803079464,1.140611738
38405,1.011334404,2.706498774,-0.339429907,4.042543799,4.590361937,1.637813606,-0.879559821,0.587784446,-1.83418298,-3.607431261
38406,-1.167612568,2.157293811,0.110708905,0.74289053,1.684711663,1.985461738,1.310938044,-2.744519036,5.190817691,3.474070547
38407,-0.774995909,-0.280413418,2.319818382,2.685357533,-0.399976201,1.717470817,2.711032984,-0.715956967,0.032275114,-4.211765902
38408,-1.512936933,-2.651819982,2.022945236,3.723953001,0.096496539,-0.103215417,0.141218213,-3.488017589,1.105994186,-2.550624438
38411,-2.199113505,2.605960408,-1.638427275,3.634374536,-3.953527881,-1.664876851,-1.195848427,0.51819033,-0.328109485,1.801820396
38412,0.542915724,-2.33596349,-3.541517877,-0.557343872,1.030589395,3.141580911,3.759640876,0.654560709,1.415820444,2.42885542
38413,0.031334806,-1.08211016,2.60989645,-5.626470464,0.562647121,2.194047011,0.380456501,4.520353627,-3.639403335,-1.69865626
38414,0.552022753,0.292769274,0.40601858,-0.610839053,-0.630367954,1.807914448,-0.526364033,-0.776816967,-2.596587069,-0.061594806
38415,-0.543733034,3.614427308,-2.923754469,-3.661136119,1.257805889,2.143235322,-2.090636605,0.306864236,-2.31283585,-1.55165955
38418,1.638290359,-1.958141567,1.785431884,-0.888917713,-0.234753639,-0.472463382,0.105559312,-3.123662383,-3.433294882,1.003978972
38419,0.244029567,-0.690980029,1.682537706,0.326964666,2.470059456,0.900165714,-5.762815121,-3.346263467,-0.513025911,-2.581343489
38420,-0.736919112,4.116141182,-7.244970831,-1.099661818,0.400779443,-0.333032572,1.707294796,-0.166599794,4.937107439,0.681218913
38421,-2.560169089,-4.67471972,-3.386063563,-0.391244542,2.256215795,-0.462523065,2.804757414,-5.225790233,-3.296824188,-1.198250964
38422,-3.609363415,5.056034311,-3.167928616,-0.158511232,2.547070829,-2.618395116,0.130951588,0.788105119,0.282666894,-1.169134906
38425,3.2996364,1.595861707,1.677194113,-0.262482497,-0.502830332,2.129652165,1.76929442,3.880637279,-1.64180793,2.608824014
38426,-3.908110218,-0.574338766,1.995844211,2.625723258,1.933989541,2.421102082,-1.609475788,-0.153595357,1.153893482,-1.673339435
38427,2.123891363,0.656523044,-1.696699393,2.487067297,1.703053018,2.209620669,-0.853305019,-0.077702466,1.702127934,-1.620875458
38428,-2.516135822,1.781061297,0.347939563,1.124043904,-0.474520688,-2.006835109,-2.629041746,6.344097805,1.704401361,2.024020278
38429,2.963555366,-2.252980142,-3.271900009,-0.461197894,-1.189277059,-1.608679401,-3.763916493,-0.986479209,-0.802106467,0.390123834
38432,1.024107657,-0.472340199,-0.361785083,-2.20524459,3.550581049,0.12597291,-2.68862578,1.656192718,-2.356507988,4.450305143
38433,2.808134646,-2.758603663,-3.596634564,2.312712031,-0.432990989,-1.895914451,2.603691949,3.966714003,4.023906139,1.408398844
38434,-0.261738868,-1.165439433,0.876190619,-0.468855112,-1.741799422,-1.598063982,-0.895817668,-0.294095681,0.727725697,-3.405999251
38435,-0.337820594,3.153229239,4.678671175,-1.147553412,0.38988031,0.62389353,0.930393766,4.779781397,2.831947585,2.185037318
38439,3.065243112,0.250641885,-1.51283436,-3.016337998,-1.159760469,1.339894995,-0.982466935,-2.065424087,-0.991189161,2.205764988
38440,-3.913106308,2.120241494,-0.302925045,2.873893978,2.555828358,2.58453677,-0.376256235,-1.186400334,1.378816036,2.489044234
38441,-4.639703211,2.491246086,-3.830562495,-4.533152658,-4.027440025,1.044256695,-1.682325339,4.154151022,0.614793059,-2.633109785
38442,2.632868194,-1.598689501,2.273460617,-1.378667846,0.267714492,1.009622434,1.800559471,2.367349548,0.754117565,-0.988734575
38443,1.329433965,0.473947303,1.551057576,-3.744663716,1.95604612,-0.730507742,1.96258167,-0.859100109,-0.670017327,1.210926818
38446,4.941745146,0.879689536,2.436104335,0.687870741,-1.179258583,2.117843233,0.497299593,2.778616953,-1.311754691,-1.344206843
38447,0.701935467,-0.419528252,2.070507202,-0.224567119,-3.65180661,-2.741577932,-1.55540498,-2.795890076,-0.57563142,-3.442348516
38448,-1.342054905,-3.79516446,-2.778523455,-1.888758108,-0.001776085,-1.832325834,-2.202089128,-2.751281169,-1.407401299,-1.624747602
