D,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
38189,-2.315740587,1.299806598,4.052329394,0.732429757,1.124317285,-0.828678639,2.923798382,-0.614843438,1.363400524,-1.897385687
38190,-1.779446037,-3.048072074,0.653388186,-0.33824266,3.014601482,-3.017658474,4.338147378,2.334068519,-1.482216271,-0.795493901
38191,-0.271202454,-2.363104398,-1.662732406,-1.319790078,2.576830217,-0.832243003,0.240002272,1.875823233,0.684766566,1.5375515
38194,0.886601162,-2.65882554,0.943082978,-0.676854363,1.476646546,-1.9529323,0.867429801,-4.601513518,3.419591424,-1.477298298
38195,1.662141776,1.909035056,2.27650615,-0.665730558,0.339531182,0.416311236,2.477934767,-5.785593146,1.13177146,0.819451554
38196,0.745090999,1.506374471,-4.949547365,1.746038444,0.120957963,-1.017474961,-2.216755088,0.943200935,2.63440882,1.517606813
38197,0.37164116,0.688430682,-1.677592706,1.159605005,-0.651654155,0.858555148,-2.586587904,-0.000606546,-3.948774676,-3.271056426
38198,-3.425120766,-2.614515978,1.570907949,1.38369034,-1.592680586,2.103792983,2.84672947,0.235500785,1.587402609,-3.648582042
38201,1.507598957,-3.150361693,2.635345372,0.825655125,2.795080264,-4.441698134,1.556127795,-0.337142452,1.83706913,0.494736602
38202,-0.401249485,-1.173660065,2.187036208,2.253201077,-2.029215296,-1.279967023,0.354958792,4.433189187,2.4202428,-1.141167175
38203,-0.277558771,-1.119518197,5.201153321,-3.682781028,-2.454192686,3.582332897,0.643927984,-1.128481676,1.233098196,-0.524195545
38204,-0.300991111,-1.178085619,3.034308166,1.610655978,2.763207539,-2.517253938,2.238390123,-1.320619125,-0.48913611,-1.331375413
38205,-0.106041775,-0.311678952,1.464297846,2.199801571,-0.848462449,-1.194198287,-4.685388801,0.050950876,-1.623094123,-2.007639637
38208,-1.055410333,0.752404606,2.288356621,-2.499446274,4.522086609,1.629172024,2.518005835,-1.648406232,0.651982754,-0.326253807
38209,2.130227636,0.466210004,-0.351284184,3.468345895,5.039131495,2.370896569,1.051829175,1.516532977,-0.130718026,-4.080782977
38210,5.062098225,-0.354298769,-2.631628992,-0.772728867,0.171007649,-1.590775839,0.449449219,0.48503265,0.325895748,1.026676207
38211,-1.582678027,-1.687970941,-2.013187106,-2.437374115,-0.317905015,1.095748821,3.583289734,-4.854431186,0.867776694,-1.472865765
38212,-1.356253058,1.090495138,2.276205177,2.095253219,-2.441799593,0.826881533,-3.661015979,-0.166003221,-0.096880805,4.136934695
38215,-3.11180676,-4.405788144,-1.248721086,-0.922683613,-1.693959435,-0.963485547,1.398381617,-2.277792291,-0.702381094,-3.854882452
38216,-2.536804473,-0.79196139,-4.053526081,-4.243669758,1.169708376,2.720867778,-1.461948398,-0.131206965,-4.752971323,-2.039784664
38217,-0.308203285,-0.706431488,1.889050233,-0.64239019,0.019143095,1.290109542,0.516336148,0.898155676,3.129440073,2.791596847
38218,-2.162714673,2.103139835,-0.565476856,3.593612413,1.901494624,1.679746313,2.791831118,-1.016005851,1.364394971,-3.368451372
38219,5.011853176,2.035889351,0.762203624,3.027740863,4.394224195,5.356572967,-0.635332435,0.408313077,-1.371128692,-1.417614773
38222,0.808532936,-0.260393994,-1.508317769,0.727483143,-2.25232823,-0.033590331,0.096692083,2.001972404,-1.301638529,-1.005255763
38223,0.023868809,-1.290718623,-0.730865941,1.108813954,2.247321688,1.58405791,-1.925624437,1.120553115,-0.500414363,2.458413383
38224,-1.317014498,1.871907853,1.900196531,2.675925989,-0.525678191,2.04094694,-0.681224241,-0.41486325,-2.418921648,-0.200625684
38225,1.092165125,-1.855876588,5.212720413,-0.917976773,0.849398452,-2.235511139,-0.957505442,-1.832366955,-0.194732549,-2.946968266
38226,4.303462449,3.322008546,0.961855296,2.673190773,1.888380681,0.500443826,-3.223666238,0.917677731,-0.00895902,3.025900133
38229,2.768585011,-2.894203999,-0.924473269,-1.996612767,2.623376314,-0.580585332,-2.653086395,2.199760599,-2.965713145,0.054300132
38230,-0.654503523,1.87526943,0.577110257,-1.297008654,0.42162132,1.776738568,2.375961464,0.027959992,4.597155125,-0.712308167
38231,-1.847338686,-2.633582485,1.270463609,-2.006251646,-1.296351466,1.872297773,-1.380577298,0.241749654,-0.556437589,-2.088907687
38232,3.075885594,2.926330393,0.885669358,-0.984195402,5.052959248,-2.115374431,-2.778213184,-2.039104511,-2.84883937,-1.389259575
38233,0.257108229,0.346960134,1.220685445,-1.485999117,-0.219077813,0.808604424,-4.543048817,-0.560474901,2.620731956,2.144138382
38237,1.474524044,-1.056932463,0.372815744,-0.614512275,-4.054375639,1.341835019,-1.345939583,-3.424116239,1.929053048,1.060090534
38238,1.228895722,-1.097063838,0.706394673,-2.323898822,-2.069468948,1.528522114,0.825467426,-2.254120904,0.547963199,-0.56715575
38239,-0.529494803,-1.806440358,2.619764817,0.123703756,3.890455924,1.962471572,0.705947227,-0.247352422,-0.221708067,0.794516607
38240,-0.314603254,-1.48938074,2.55487939,1.675049583,-0.340172858,1.828953601,-3.591094065,1.897699178,0.320782235,1.984767933
38243,-2.669175629,0.477899345,0.304086227,-0.601681989,3.941755061,0.085982927,-1.245422181,0.202796745,-2.368561461,-1.146174256
38244,0.976963494,-3.885320084,-5.299864243,1.18263225,-0.007400785,0.005950685,1.160074153,-1.666773018,4.438350557,-1.17422511
38245,3.793696413,-2.264982379,-0.443986982,-0.213534458,-3.336178004,-0.205522421,-1.510040016,1.496117806,-2.386230318,-2.110996867
38246,-1.284672958,-1.219004545,-1.013897844,-1.743520692,-0.462157091,-0.547982529,-1.214083217,-2.942445434,1.253590427,0.357153009
38247,0.807722318,-0.99582462,-2.20148063,-0.203254914,-4.26377185,1.713158429,3.18310635,1.964641628,2.387520847,2.862874696
38250,0.709815379,0.983549222,-0.646436908,0.838968109,1.928108233,2.504947164,1.212755441,-4.58538404,-3.580444145,-0.330305933
38251,-0.272600578,0.013544664,0.382776607,1.98677806,3.323907585,-2.300197356,-3.024359284,-1.86297812,-2.771541084,-3.172280304
38252,1.325559338,3.313189052,-0.841314516,-1.121568985,-1.887455715,2.912570008,-4.149774205,-3.706543721,-3.579467018,0.930918889
38253,3.692622853,1.761333911,-0.878153977,-0.425536398,0.883721054,-0.372250719,1.132169331,2.841987753,1.350698551,-1.451013012
38254,0.73186439,0.876510493,1.322631388,-1.105760445,1.873093216,0.414502805,0.81912918,3.144565442,-6.188114467,-2.849176699
38257,1.71863042,-3.433190185,-2.340467194,-4.438193398,0.024640215,1.090163966,-3.881782835,1.342137129,-0.433672305,-2.977577479
38258,-2.551342819,1.023521632,0.539160254,1.642951474,-1.838595299,0.886482637,-1.806395467,-0.640223115,4.197694722,-1.374959386
38259,-1.837367121,-1.553312297,-0.732295186,-0.19512143,-2.876688279,2.36064338,1.458214025,-0.351122992,-1.991582139,-2.850296934
38260,2.758386328,0.444806847,0.839922227,1.342652133,1.146344267,1.31825336,0.269440117,0.456204964,-0.603174477,-2.989224273
38261,1.466252594,-4.421525961,-0.735487147,-1.406829492,1.021407226,4.826702607,-1.610477624,-0.703125218,2.096994393,-1.034890821
38264,-1.511073532,-0.088329469,0.630875905,-1.437741749,2.542455767,-3.926225136,-0.386102468,3.241878448,0.585180006,-0.937804379
38265,-5.052869874,2.075107944,-1.092421643,-1.103384317,0.84453561,0.744177602,1.299913901,-3.145553112,0.075097203,-2.422012721
38266,2.935187746,-0.496148185,0.77279873,-1.058293001,1.301068297,3.41641671,-1.396478479,-0.769531723,3.215687363,0.286482693
38267,-1.841588306,-1.666651534,-2.91130362,0.843146179,-0.833856304,-1.890232368,1.55155583,-4.083261167,0.636862996,0.874234112
38268,3.660565426,0.791789324,-2.727644714,-1.229806891,0.491173707,-0.789989387,1.627893444,-2.818741623,-2.934189177,-3.516881565
38271,4.276696222,-2.763872555,-0.582374369,-2.405708757,0.015956962,-0.866823661,2.421483128,-0.612930307,-0.278293458,1.143381114
38272,2.955381799,-3.910156359,-0.096650922,6.833319736,-0.968186948,-2.837540254,-0.119010935,4.544937766,3.842296397,0.561984706
38273,-0.057256525,-1.004752232,-1.021765382,-3.722231881,-0.937726503,-2.010119036,-0.606394585,-0.108150266,-2.233951608,2.089988566
38274,-0.903973044,0.794388846,-1.82617296,2.818267005,3.714074766,-0.877708032,2.221060561,-0.853825733,2.732139356,0.044280476
38275,2.178107277,-0.736651711,-0.883818406,0.772166954,-2.841357445,-1.359051572,-1.030232279,1.332720786,3.317844338,2.090636967
38278,-2.463704156,0.220934117,0.581888719,3.317477343,1.678493785,-6.478326865,1.216646266,-1.721080819,-1.268540036,-0.29745999
38279,-2.398478412,0.204235444,0.48361405,4.416019287,3.212151601,-2.364036062,-4.549589447,-7.681106774,1.833130501,2.377270332
38280,1.745840814,-1.713295402,0.983030844,0.568582388,3.150164951,-0.696524722,-3.06804095,1.841540551,2.051755945,-1.297098593
38281,0.136359833,0.741863953,2.927485873,0.51948278,-3.637900312,0.421995458,5.514381018,3.495222531,2.524378653,-1.995271618
38282,-4.005681094,3.251835338,0.006692658,0.973048128,-0.5672582,-1.557390322,1.787005075,-3.008793831,2.516540513,3.900163694
38285,-0.76532717,1.99379645,-0.732613792,-1.158875314,0.706413697,0.773433736,-2.978396545,0.374364152,0.24410091,-2.516400013
38286,2.333963681,2.234506804,-0.054990363,-0.232424206,2.162486171,-0.936571009,-2.912934174,1.635610416,1.820446694,-3.191532687
38287,-3.870705271,0.81820351,1.97812198,1.08882767,3.528428396,2.763394651,-2.717569305,0.793691654,-0.45278647,-0.386765256
38288,-0.517049359,3.528606136,3.186277852,-3.594857255,-0.167164016,-2.722056968,-0.107827718,3.119362015,0.211087115,-2.305981726
38289,2.384901863,0.071800827,3.047229523,-4.916739647,0.851553398,-1.084954614,-1.31293847,-1.871651946,0.122899248,0.160749788
38292,-1.324771529,-0.765475949,-4.350004866,2.519604544,1.594457122,-0.53360083,-4.207083514,3.186725536,0.517210843,-3.041082799
38293,-0.685191301,1.603498385,-0.353071646,-1.60948176,-0.972837861,-2.249717274,0.282885494,1.215027612,-2.714974793,0.223049185
38294,1.683003363,-2.41356616,-4.003821771,-0.068867366,-1.470275618,0.6897292,-3.052214583,0.350321097,2.188728225,-1.814451775
38295,2.834030771,-1.230107872,1.752432095,-2.62016403,-1.767625305,-2.262010829,3.45198151,2.216229907,-1.135835702,0.556700604
38296,-0.742457085,-1.829954072,0.216917319,1.816284751,-0.043585692,5.73827333,-0.816706875,-1.091914267,2.994279953,-0.717101871
38299,-3.671080221,0.722789882,1.308964437,-0.450935486,-0.997484583,-0.213686017,2.124495071,-0.251220289,-4.364179891,0.27349483
38300,2.436944762,-0.542536878,3.657740563,1.19177746,-0.437689309,0.184670022,-2.337371232,0.063500689,0.624795628,0.073577716
38301,0.366706595,-1.606683562,1.845475595,2.488592703,-1.03930996,0.966870133,-0.443581057,-2.32604826,0.556120261,2.677287157
38302,0.387172442,1.808094774,5.197123128,0.503550765,0.004346797,-0.77217166,-1.671695822,0.213522576,0.013816135,1.598615434
38303,0.936032592,-1.133017028,-1.00297171,2.535683972,2.58595821,-0.833927839,0.491358776,-2.269424492,0.472821693,1.384724711
38306,0.803512744,-1.461674961,-1.758103184,0.238149918,0.130250443,-0.100665466,2.718517151,2.387543842,-1.106090364,-2.493684645
38307,-0.704666415,-2.359914361,-1.499746923,-0.689793505,-3.558987697,-0.187577073,-3.479391087,1.54292121,-0.955219448,-1.157214145
38308,1.339191258,5.452171146,3.170713613,1.500401763,0.119292648,2.039162539,2.173588642,-0.35312188,0.831307137,0.40815654
38309,-1.783839904,-4.976599595,-0.333648445,0.899419301,-1.438517436,1.427400653,2.37982808,-0.003032281,0.973303741,-0.186873054
38310,1.09102011,0.222054767,-3.291252322,-0.627860787,0.476375917,2.334776449,0.170114187,-2.194982336,4.092103642,-0.137928869
38313,0.902350411,-2.563819459,0.392706701,-1.772832416,-1.728102216,-0.00328533,-2.518883848,-2.302635628,2.992103633,-2.042154179
38314,-2.885132508,-1.366808317,-1.227834547,2.085691795,-1.271484317,-0.849684652,2.751143386,-2.48552435,-1.944828205,-0.785654812
38315,-5.795812056,0.385030817,-1.011399363,0.138821159,-0.056146335,2.035037524,-3.396625746,0.615660182,1.120774334,-4.439310973
38317,-1.067642773,2.367580626,2.566741374,0.046235023,1.950256614,1.14481173,-3.564127307,-2.044724299,1.878363191,-0.885803199
38320,-0.34770997,-1.056332909,-1.859527778,2.464841432,2.482459194,0.753804782,0.511177498,3.450788508,0.883515114,-2.317126293
38321,0.612884011,2.258373161,0.575078333,-1.635644098,1.403075357,-4.095963141,-0.542681967,-3.563112287,0.565410519,-0.848191726
38322,-2.583722696,-4.841052353,3.215926161,-0.402161233,-0.882755924,-1.142125321,0.887021971,0.316622408,2.344193671,1.460545749
38323,1.646833362,1.192431529,0.751589246,-2.194310311,-2.71328141,2.397744275,-0.195500939,-0.483831718,-2.62464738,-0.382986767
38324,3.647123587,-1.278095318,-0.429369009,-0.297818128,-2.04335987,-0.652516821,-1.400289566,-0.028331164,1.067370348,1.347010195
38327,-1.076953419,0.546794157,-0.484329191,3.378290608,1.233301592,0.395593498,-0.318674444,1.568458692,0.713441124,1.543532923
38328,2.260505753,2.952669596,-1.359933175,1.839288696,1.248084274,1.639731277,-3.75007596,4.044242622,3.039326984,-3.311216773
38329,-0.498150646,0.929525023,3.094367342,-0.874562434,0.494214586,1.678059933,-2.738387788,-0.574425829,1.921491911,0.120301865
38330,-2.049213527,-2.676582189,0.238407841,2.657372768,-0.755114735,-1.695567474,-0.366839651,-0.728639398,-0.639876737,-0.73496313
38331,-2.775019329,2.138944162,0.517505068,-1.383616665,-1.75759598,-4.120611106,-2.198785334,4.444655885,3.807310279,-0.745766156
38334,0.697665006,2.230926492,-1.105324119,-0.345690831,-1.59831877,2.671069895,3.948549847,3.918090126,1.365312057,3.741014958
38335,-2.554969493,-1.215168803,1.877355135,-0.426424179,2.51906107,0.273986023,1.554443771,0.19357334,-2.378847812,0.121790475
38336,1.517275867,3.112806071,2.79851359,0.12312709,2.732636981,-1.520335418,-1.255125019,-0.133052021,-3.220207451,-2.36749088
38337,1.607555541,-0.387760459,1.593328063,3.264936879,0.146611336,2.50675905,-2.495922151,-0.027162404,-0.889875842,-3.273305453
38338,-0.214596335,5.047540304,-0.041701859,0.197492211,0.227115501,-2.384566331,-0.188034768,2.74512177,2.559994869,1.227858649
38341,-0.838427005,-1.439805653,-1.634199246,3.295037097,1.039354307,-0.0841688,0.347370972,-0.23330803,0.935620931,0.397105886
38342,-2.185827331,-1.404954842,-3.424194087,1.198860374,2.433595565,-2.326687797,5.262645743,1.126801259,-0.429867538,-0.198851392
38343,-0.480997046,1.395688587,2.047108079,-2.997566524,-2.127674866,-1.17674199,2.044331937,-6.356006817,-0.806141429,1.526076665
38344,1.981987032,0.61762064,1.66965086,-0.516289136,-1.277945511,-3.42105358,-0.643217928,-3.245354945,0.286560216,1.989367869
38348,-0.076135,0.822159169,4.157784461,-0.40180331,0.348279192,2.5431057,-0.994305461,-2.800298379,2.415715245,-1.641227478
38349,0.490116084,-2.066049138,-2.740095135,0.579077376,0.704253836,2.12976051,-3.867854754,-0.937193616,-1.40567251,0.686498834
38350,-2.031632954,-4.525008625,0.068408568,1.092855898,-0.522692206,-0.620558567,-0.411045019,1.127203048,0.894341906,1.609549313
38351,0.443633422,0.242858565,0.425988091,0.849597305,3.686476528,-0.475844513,1.263286989,-0.176543989,-4.656904992,-1.811586542
38352,2.387644318,-0.782761413,-3.430263171,-1.198501249,-0.024116102,1.54432202,0.995935296,0.65177843,-0.196911607,2.004637736
38355,-1.981202672,1.021468025,0.866392852,4.247160823,-0.647592683,-4.01565765,2.197508548,-1.924623116,3.098019479,0.508964255
38356,-2.20792842,2.025803724,-0.394629943,0.462362558,-1.809236949,-3.800732807,-0.069650115,0.658004331,-2.542133948,0.338702226
38357,0.868377568,0.13415276,2.097276489,0.809343026,1.429867486,-3.75294811,-1.529139442,0.303187387,-1.343210749,-2.023496694
38358,1.480658543,-0.156546244,2.69880275,1.446594408,-0.495365034,-1.628306487,2.681811822,4.107759802,-0.545312837,0.176523561
38359,2.026709532,-0.264220261,-3.112341604,-0.891530334,-0.967490588,0.946565186,1.274832039,-1.212725587,-0.247260438,-0.6220951
38362,1.199266635,-1.372214748,3.682285061,0.70352253,-0.433159657,2.913260826,-1.796713169,0.425949477,-0.327936721,3.584132663
38363,0.697174739,-6.662123609,3.905600756,1.278755909,-3.155972298,1.216639409,-1.433770621,-2.985151896,-3.03094453,-0.896551287
38364,1.462972134,-0.665283601,2.648066882,-1.285457929,1.510131524,3.638240741,1.207474468,0.956603026,-2.220751656,-0.181220407
38365,2.242131284,1.588016095,-1.83877177,-1.897385928,-4.326602269,-2.894373431,0.694879582,4.850701585,-0.546240555,2.233151918
38366,0.670447248,0.507823059,-4.924698998,1.497687074,0.211332927,0.608182367,0.597604128,2.680267241,1.569861931,-0.516894236
38370,2.66794219,-1.135696742,-0.150689897,1.247479798,-0.737893909,-1.170236006,3.583498907,-1.939771634,-2.780693684,0.185874251
38371,-2.72346493,0.370831884,0.828368501,-1.20384194,-1.985189455,0.009889952,-0.009109521,-0.819730516,3.027876162,3.617339156
38372,0.786887653,-0.434063916,1.882232546,-2.6784943,-0.12950762,1.924359736,-1.699471167,0.044660543,0.899218681,1.72304889
38373,3.082927686,-0.478313138,2.337374219,-0.294980749,-1.088584413,-3.330051659,-3.022518318,-2.512080924,1.337250165,-0.197723975
38376,3.688950356,-2.122333832,0.795703729,-2.896870546,1.221477299,-3.482523688,-0.174711632,-0.874828084,-4.190138412,-0.682895943
38377,0.561031294,-1.556556366,1.043785518,1.132030415,0.860517861,-2.999221011,-2.149670625,1.207883086,1.780531557,-0.485842029
38378,0.836321549,-2.160604252,1.625762184,-4.06005706,-2.741721553,3.438416661,0.630935186,0.914398447,4.234478502,-0.991598368
38379,2.01004626,1.395728409,2.854037819,-3.139519798,-1.509612547,0.67083968,-0.009547211,3.145843039,0.440283171,-0.415990763
38380,2.626292319,1.512386684,-3.078080436,-1.683162716,-3.610334715,-2.210153453,3.750562857,-2.343484853,0.107230985,0.196861964
38383,0.846352061,-0.69164516,2.077434053,-1.268931167,-0.515152087,-0.582926854,0.251484217,1.486928653,3.109672859,-0.902478038
38384,-3.16989101,-0.25831253,3.081817421,0.171092174,2.318005562,-2.062881927,-2.054995712,2.586758393,2.459749469,3.813582653
38385,-0.865394102,1.396041142,-1.227575391,2.380079666,-0.74232755,1.762266292,3.293844878,-1.448932181,2.946759331,4.406431092
38386,0.179757595,1.090212357,1.575670381,3.731659427,-0.113041021,0.315659871,-1.618658167,0.569422125,-1.150340148,1.675810773
38387,-0.87519093,-1.869337631,3.317632181,1.412079958,0.222956523,-1.929538952,2.206919915,1.173090634,3.121402419,-2.219240948
38390,0.060151148,-0.906546902,-3.104058932,-3.443351494,0.454992155,-2.231502549,-0.69572779,-2.91149235,1.486582474,1.358040483
38391,-0.369414461,0.3966051,-1.694029925,1.102172355,-0.406171934,-1.833359631,-0.290229232,-1.169573178,-2.339305116,0.761544974
38392,1.027301442,-3.603843349,-2.260882525,-0.449711174,0.507585507,0.752196868,-2.413137301,2.849803161,1.396002809,-2.389212974
38393,-0.586653816,-0.848910997,-1.943538722,-1.343280814,-1.489248713,-4.326086696,-5.240439475,-1.516725662,-1.035593735,2.718362267
38394,-0.225534008,-2.540861737,-0.19537734,0.614526419,1.622800272,1.323261808,1.404817549,1.515219506,-1.53383588,-2.213306805
38397,-5.714643566,-2.600857625,-1.224546965,4.024034102,0.086691953,-0.640295572,0.463654632,0.647434239,-1.469055194,0.075809277
38398,-0.377396733,-0.539340888,1.973509234,1.132883911,1.305200246,-4.845218982,0.666701449,5.195524311,-0.402924181,-0.690318386
38399,1.629618392,1.188545873,0.469272982,-1.537615752,1.857461835,0.520792505,-1.354858743,-0.103992477,-6.280933529,-1.958326356
38400,0.797142431,-1.456820801,0.132935882,1.717934177,1.329112981,-0.622709761,0.92995295,2.748406475,0.559693924,0.273607392
38401,1.883322554,-0.995121309,-0.882633437,1.64407855,3.542311844,0.384303148,-0.504106532,-0.062434024,4.378104006,-3.170464044
38405,0.443456452,3.912566767,0.740749513,-1.226913214,1.351524167,2.553953514,0.513832048,2.265201132,-0.046639753,-2.171353279
38406,0.875378541,0.05295922,-7.814722662,0.346501414,-2.724437811,0.295742297,-1.139061243,2.773990586,-1.312391432,-4.290318349
38407,3.54815275,1.167397055,-1.914423045,-1.696309502,5.438820872,3.701090085,2.164443623,0.808411447,-1.990816155,4.406054828
38408,-1.334364006,0.399815008,-0.330973306,-0.785461228,-2.483428062,0.826836408,-1.164380241,-2.420264665,-5.593117074,-1.160371641
38411,-2.185539355,-0.359908312,-3.355272719,-1.06554548,0.619488975,2.468489809,-1.31279294,1.430297306,2.632560292,-0.483221454
38412,-3.297857652,-1.953580606,-0.429641989,-0.555078275,-0.045421535,0.286515502,-0.043578282,-1.30426251,2.023230485,1.40049717
38413,0.460687512,-1.889009135,-0.989184305,4.713090916,1.534895223,-0.624802895,0.425338191,0.365294153,3.548997503,-1.655575846
38414,-3.897297655,-1.548523041,2.041125389,-2.011926936,1.077509556,-0.077070755,5.198530936,0.777515458,1.391544002,-2.812116915
38415,-1.848434717,-2.801342174,-1.618511035,-1.122698592,-1.772533488,0.186840856,-2.171980186,-2.561069754,1.779984147,-1.883517875
38418,0.494424947,3.072963287,1.556567279,-1.23358644,1.014410781,0.323045182,0.213476328,-2.014810704,-0.322883949,1.087074249
38419,0.812679727,2.37377157,-0.631778724,-0.2502999,1.988336613,2.378792187,1.237856481,-1.256680275,-2.937662431,-0.917277962
38420,-0.971786248,1.958401223,-3.218783114,1.127706471,0.652333519,-2.036645604,-2.048877788,-1.094632107,-0.102062208,-1.437378795
38421,0.391464969,1.88747661,-0.785756741,0.030062773,-1.967085248,-0.948956031,-0.971568348,2.146538241,-3.207997416,0.054251553
38422,0.227112655,4.93654117,0.197519651,2.696414382,-0.564509678,-1.690978796,2.159260598,-0.195669527,-0.700107318,0.876745132
38425,-0.975798548,0.664477,1.30110088,-0.756428628,1.623219326,1.846855078,-3.768930831,0.846337728,-1.768683119,1.316052793
38426,-3.044192016,-2.950249712,-2.938769963,2.198277048,1.540139949,-2.12396068,-1.901090886,-1.974452847,-1.027492916,1.167837297
38427,4.036416273,2.201947174,-0.329229712,2.864832202,1.742283063,-0.171954901,1.137427732,-3.320236805,-1.493297927,2.226350819
38428,1.444641443,-2.387063914,1.784752186,2.128221719,-2.065695388,0.295452934,-1.431131509,-3.15921412,-2.030884369,-0.485926637
38429,-3.139295189,-3.150981962,3.032738166,-0.815779866,-2.113783814,-0.38186898,-1.275986233,0.340601925,3.538011299,1.831152469
38432,-0.323234235,-0.843708358,-4.26837979,-2.63853692,-1.885396804,-2.754911304,0.273712393,0.433455124,0.913975937,-4.293422656
38433,-2.672795314,-1.148070502,-2.772659796,-0.718439347,0.912472257,-1.597857246,-2.240089476,-3.837224784,2.137359357,2.520716259
38434,0.569829345,2.217488809,-1.264807516,-3.376001538,2.561999044,-0.957060439,-2.00387269,5.07624378,-2.81433533,0.438026877
38435,3.994512054,2.442707791,-2.482082482,3.337237618,0.770058672,-2.252238941,-0.768838517,2.172514273,0.39518225,-0.164373079
38439,2.897495915,-3.706254478,-2.77150579,-0.11504668,-3.360295051,-4.025901992,1.331364106,1.434663288,-0.961304283,-0.760159653
38440,2.511588457,-0.307503739,1.90551841,-1.400395478,-1.189721631,1.272446575,0.344327418,-0.676220986,-3.395204678,-3.958890822
38441,-2.700107567,-0.926622869,0.019690621,-2.351159488,3.28646858,2.222925495,-0.998451803,-0.240946944,-0.817307635,-1.249785188
38442,-1.41435113,2.30122133,-5.665680117,-1.064145286,1.422685151,-2.719332146,-1.958473105,3.25729262,0.859086153,0.311173455
38443,0.414115405,-0.25035012,-3.598573811,-0.642842324,1.669819451,0.733924484,3.539476476,2.471895803,-1.995064444,-0.004578134
38446,2.383866046,-0.184576266,2.291289054,-0.017167645,0.449459456,3.045204813,-2.464045095,1.768324148,-1.302483924,-2.21328605
38447,0.76684504,-2.862365668,-4.070875968,-2.23871985,-2.26574673,2.038978492,2.061085728,-0.108025712,-1.815264511,-1.266622247
38448,1.20483643,0.279612318,-0.684113356,-0.664903393,1.752648071,4.205483449,3.686326333,-0.105832804,-1.983659118,2.368467014
